"PLAYER","REASON","missed_games","salary_dollars_claimed","injuries_prior","played_games_prior","games_prior","total_miles_prior","total_minutes_prior","PERCENTAGE_MIN_prior","AVG_TRAVEL_MILES_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum"
"Malcolm Brogdon","Low Back Pain",2,551219.512195122,5,67,80,34062.3881982718,1743.81666666667,0.542231550580431,724.731663793018,354,732,132,297,160,184,109,1000,45,18,98,42,238,248,51,169,3628,8,75,0,145,112,3,20,17,24,290,599,758,68.9,55.1,3558,2521,2705,54,500,25,20,121,56,395
"Malcolm Brogdon","Right Achilles Soreness",2,551219.512195122,2,47,55,23292.4736928436,1178.36666666667,0.522325650118203,803.188748029089,236,492,93,204,116,131,71,681,28,14,76,34,164,172,37,122,2468,6,57,0,116,80,2,15,12,20,200,400,522,47.2,37.3,2487,1768,1884,41,340,18,15,89,40,264
"Malcolm Brogdon","Right Ankle Soreness",2,551219.512195122,3,54,63,26667.1609917073,1371.5,0.529128086419753,761.918885477352,277,568,109,237,125,141,87,788,34,16,86,34,190,198,40,132,2862,7,63,0,124,88,2,15,12,21,229,455,588,54.5,43.4,2841,2021,2162,45,394,20,15,94,42,307
"Malcolm Brogdon","Right Hamstring Tightness",4,1102439.02439024,1,11,11,6679.77494632076,252.6,0.478409090909091,742.197216257862,53,111,14,38,31,36,14,151,6,2,22,10,32,39,11,32,526,0,8,0,26,15,0,3,2,8,41,91,129,10.3,8,566,393,437,7,65,2,5,22,8,60
"Malcolm Brogdon","Right Low Back Stiffness",0,0,0,5,5,3301.25004293369,113.816666666667,0.474236111111112,825.312510733422,21,48,5,16,10,11,10,57,4,0,9,6,11,18,6,9,238,0,6,0,8,11,0,1,0,5,20,42,57,4.6,3.6,247,176,192,2,29,0,3,8,2,27
"Malik Monk","Left Lower Leg Soreness",1,115514.865853659,4,74,78,41182.9814101324,1654.71666666667,0.465854917417417,895.282204568097,344,767,139,385,180,202,121,1007,46,20,139,32,164,288,49,140,3592,23,89,1,123,99,0,9,19,8,268,557,670,68.9,57.9,2992,1909,2379,25,496,33,9,79,24,244
"Malik Monk","Right Ankle Sprain",3,346544.597560977,3,54,55,30830.4114126023,1218.88333333333,0.470248199588477,906.776806253008,255,575,90,274,126,138,85,726,36,13,107,27,113,209,41,102,2651,18,73,1,88,69,0,7,16,7,203,409,480,51.1,43.1,2202,1391,1741,20,360,22,9,60,16,167
"Malik Monk","Right Groin Soreness",0,0,0,9,9,5684.5257951239,189.016666666667,0.437538580246914,947.420965853984,37,88,20,55,14,15,13,108,5,3,13,4,19,39,3,14,410,1,11,0,15,16,0,0,1,2,27,69,59,7.9,6.9,341,226,269,1,51,4,1,6,2,28
"Malik Monk","Right Shoulder Soreness",0,0,2,35,35,19761.1526579985,816.2,0.485833333333333,859.180550347762,178,397,66,200,88,97,55,510,22,5,72,15,67,135,31,72,1793,10,52,1,55,55,0,4,11,6,139,280,312,34.2,29,1480,927,1165,11,233,14,3,38,11,99
"Malik Monk","Right Wrist Soreness",0,0,1,34,34,18014.0151752915,789.883333333333,0.483997140522876,818.81887160416,171,380,63,192,87,96,53,492,22,5,68,13,64,132,28,70,1739,9,51,1,54,54,0,4,11,5,134,272,306,33.1,28,1435,904,1130,11,225,14,3,35,10,96
"MarJon Beauchamp","Left Thigh Contusion",3,90921.9512195121,2,27,38,11554.040013613,413.05,0.318711419753086,608.107369137529,62,149,30,86,16,23,45,170,14,2,29,28,42,15,11,18,891,2,22,0,34,25,0,5,6,3,61,148,51,17.3,15.7,449,249,292,3,39,1,13,50,7,73
"MarJon Beauchamp","Nasal Fracture",0,0,1,16,27,6638.44666371555,237.433333333333,0.309157986111111,663.844666371555,31,82,13,42,7,10,27,82,7,2,19,16,31,6,7,11,508,0,14,0,20,16,0,4,1,2,27,81,29,9.9,9.2,262,150,161,2,21,0,9,28,5,46
"MarJon Beauchamp","Right Calf Contusion",1,30307.3170731707,0,9,12,3135.77146018841,146.833333333333,0.339891975308642,522.628576698068,21,56,9,33,4,7,19,55,6,1,10,8,21,3,5,9,310,0,11,0,9,11,0,2,0,1,12,42,20,6.2,5.6,179,105,110,1,14,0,4,16,3,31
"MarJon Beauchamp","Right Knee Patella Tendinitis",1,30307.3170731707,3,33,47,14164.0558176371,504.933333333333,0.318771043771044,590.168992401547,73,183,35,107,18,25,52,199,15,2,33,32,49,23,12,20,1085,2,25,0,37,35,0,6,6,3,84,187,63,20.9,19.1,550,310,360,4,52,2,14,58,8,83
"MarJon Beauchamp","Right Patella Tendinitis",15,454609.756097561,4,33,48,14164.0558176371,504.933333333333,0.318771043771044,590.168992401547,73,183,35,107,18,25,52,199,15,2,33,32,49,23,12,20,1085,2,25,0,37,35,0,6,6,3,84,187,63,20.9,19.1,550,310,360,4,52,2,14,58,8,83
"Marcus Smart","Left Hip Contusion",2,419686.390243902,1,21,23,9591.00921570548,690.416666666667,0.68493716931217,737.769939669652,89,198,37,107,33,41,64,248,23,7,47,9,57,161,3,71,1445,18,35,5,42,56,0,30,1,13,111,243,167,24.6,21.6,1291,999,1093,17,250,6,3,26,17,99
"Marcus Smart","Left Hip Inflammation",0,0,2,29,33,15414.2395453523,966.883333333333,0.694600095785441,856.346641408461,120,279,54,157,41,53,86,335,38,11,67,19,79,213,6,91,2033,27,55,7,58,75,0,34,8,18,153,325,222,34.8,30,1825,1413,1528,18,352,9,7,49,24,149
"Marcus Smart","Left Knee Contusion",2,419686.390243902,3,36,40,18127.8260736061,1175.2,0.680092592592593,823.992094254822,143,337,64,189,48,62,97,398,46,14,81,25,96,258,8,103,2472,34,79,8,70,84,1,40,10,20,184,390,268,42.4,36.6,2225,1729,1867,23,434,10,10,69,29,187
"Marcus Smart","Left Neck Spasm",3,629529.585365853,5,61,79,33055.0810925908,1956.75,0.66828893442623,768.722816106762,250,602,115,342,88,118,172,703,93,23,143,46,145,382,18,177,4097,49,157,11,116,137,2,60,19,27,315,653,439,69.7,60.8,3633,2754,3035,51,652,22,16,108,37,287
"Marcus Smart","Right Ankle Inflammation",2,419686.390243902,0,14,14,7904.19926334344,457.65,0.681026785714286,718.563569394859,57,136,21,72,24,29,44,159,16,4,23,4,41,99,3,48,959,11,22,4,29,30,0,23,1,9,81,155,113,16.1,14.2,833,638,707,14,160,5,1,16,12,72
"Marcus Smart","Right Ankle Sprain",11,2308275.14634146,4,41,47,19999.7953668262,1330.71666666667,0.67617716802168,769.222898724084,164,389,73,219,56,73,109,457,53,17,97,30,110,294,13,113,2796,39,90,8,81,100,1,43,14,20,215,457,305,48.1,41.1,2544,1969,2137,31,480,14,11,79,32,212
"Mark Williams","Left Ankle Sprain",6,272344.390243903,0,3,15,2270.21911614956,12.8666666666667,0.0893518518518519,756.739705383188,4,7,0,0,3,3,3,11,0,0,2,4,4,0,0,2,29,1,0,0,1,5,0,1,0,2,6,10,0,0.6,0.5,22,14,9,0,0,0,4,4,4,5
"Mark Williams","Right Thumb Sprain",7,317735.12195122,1,37,68,19186.6879148542,655.166666666667,0.36890015015015,710.618070920526,125,195,0,0,54,78,81,304,25,40,31,74,163,15,17,60,1404,94,38,0,174,64,7,35,6,13,187,395,2,25.4,23.8,731,463,350,2,31,2,57,149,58,254
"Markelle Fultz","Left Big Toe Fracture",2,402439.024390244,0,0,19,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markelle Fultz","Left Knee Soreness",1,201219.512195122,1,58,79,31011.5033473587,1749.05,0.628250718390805,816.092193351544,343,666,26,83,111,142,130,823,86,26,138,69,163,334,40,111,3688,26,134,0,123,112,0,10,22,29,297,604,710,74.4,64.9,3946,2982,3052,30,607,37,39,168,26,298
"Markieff Morris","Left Knee Soreness",10,363231.375,0,32,67,13310.8754746364,309.433333333333,0.201453993055556,700.572393401916,37,89,22,54,10,10,38,106,9,5,17,13,49,26,0,8,679,18,13,1,43,25,5,22,0,2,61,131,12,11.4,10.2,433,323,278,3,30,2,5,20,19,79
"Marko Simonovic","Right Cervical Strain",4,77210.7654320988,0,1,45,597.140793092708,1.73333333333333,0.036111111111111,597.140793092708,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,3,2,0,0,0,0,0,0,0
"Marvin Bagley III","Concussion Protocol",2,308641.975308642,4,40,77,19083.5514141093,948.616666666666,0.494071180555555,658.053497038251,193,361,16,61,76,101,79,478,18,29,42,93,164,35,17,89,1971,88,37,1,184,97,8,28,14,5,221,445,99,38.1,33.2,1367,908,774,1,87,10,64,166,58,248
"Marvin Bagley III","Right Ankle Soreness",3,462962.962962963,3,32,66,15372.6560495914,723.816666666666,0.471234809027777,668.376349982236,150,279,10,43,56,78,65,366,14,25,35,81,135,23,12,72,1511,81,29,1,154,70,6,19,8,4,188,358,74,28.9,25.2,1080,727,577,1,63,8,57,142,44,197
"Marvin Bagley III","Right Hand Metacarpal Fracture",18,2777777.77777778,1,25,40,13218.7861912961,532.3,0.443583333333333,734.377010627559,108,201,9,33,40,52,51,265,13,18,22,52,96,14,10,48,1113,71,26,1,114,54,6,14,5,4,147,261,50,21.1,18.4,790,547,416,0,44,6,39,95,33,141
"Marvin Bagley III","Right Hand Metacarpal Fractures",1,154320.987654321,2,25,58,13218.7861912961,532.3,0.443583333333333,734.377010627559,108,201,9,33,40,52,51,265,13,18,22,52,96,14,10,48,1113,71,26,1,114,54,6,14,5,4,147,261,50,21.1,18.4,790,547,416,0,44,6,39,95,33,141
"Marvin Bagley III","Right Knee Sprain",13,2006172.83950617,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matisse Thybulle","Left Ankle Tenosynovitis",3,166311.11392405,1,16,17,3029.64547845349,182.383333333333,0.237478298611111,432.806496921928,9,31,4,20,1,3,18,23,13,5,2,4,16,8,3,6,389,2,20,1,15,9,1,2,1,3,28,63,7,7.3,7,146,111,82,1,13,0,1,11,2,27
"Matisse Thybulle","Right Ankle Sprain",0,0,0,8,9,1702.89457766903,80.4833333333333,0.209592013888889,340.578915533807,4,12,2,7,1,3,7,11,5,2,1,1,7,5,2,2,172,2,9,0,4,7,0,1,0,1,16,31,4,3.2,3,58,44,35,0,8,0,0,3,1,10
"Matisse Thybulle","Right Knee Effusion",3,166311.11392405,2,71,76,32518.7270628745,1200.45,0.352244718309859,793.139684460355,110,253,54,148,19,28,113,293,83,32,24,40,100,53,7,33,2542,18,152,2,66,68,2,7,6,13,195,418,69,45.8,45,1122,826,630,4,109,3,15,70,19,159
"Matthew Dellavedova","Right Finger Soreness",6,192336.365853659,0,32,76,15431.9156679992,212.816666666667,0.138552517361111,771.59578339996,17,50,9,27,4,7,20,47,7,0,10,1,12,41,1,14,469,4,11,3,5,12,0,1,1,0,36,83,47,9.4,7.6,486,407,444,4,81,3,1,5,2,17
"Max Strus","Right 2nd Finger Hyperextension",0,0,3,78,80,40178.7947788552,2235.48333333333,0.597084223646724,803.575895577104,320,778,194,555,78,89,163,912,42,11,68,48,206,167,23,91,4555,33,85,9,155,223,2,35,9,18,443,890,261,98.9,74.9,3469,2533,2254,17,306,12,23,119,47,353
"Max Strus","Right Ankle Soreness",0,0,2,60,62,31894.1514079577,1791.25,0.621961805555556,817.798754050196,257,644,152,453,70,80,129,736,37,10,57,44,170,131,21,81,3666,22,70,7,125,187,2,30,7,16,343,713,222,79.6,59.9,2845,2062,1864,15,242,7,23,108,41,288
"Max Strus","Right Shoulder Impingement",2,44284.8048780488,0,18,18,10439.9949415755,614.183333333333,0.710860339506173,1043.99949415755,99,232,54,153,23,26,42,275,15,6,23,11,57,33,10,33,1266,3,22,2,46,72,0,13,2,7,120,260,72,26.8,21.4,986,702,646,4,71,3,5,37,9,83
"Max Strus","Right Shoulder Irritation",0,0,1,47,49,25054.2516819374,1438.55,0.637655141843972,894.794702926335,209,529,122,366,53,60,95,593,34,9,45,34,142,104,19,65,2951,19,59,4,107,160,2,26,5,14,285,599,172,64,48.2,2308,1673,1508,12,189,6,17,88,32,229
"Maxi Kleber","Back Low Back Contusion",3,329268.292682928,0,13,13,7657.45617969808,320.183333333334,0.513114316239317,957.18202246226,20,52,9,33,9,12,24,58,6,9,8,11,36,11,2,14,652,15,19,0,81,33,5,13,2,4,66,150,6,12.3,10.5,372,303,203,2,27,3,8,36,8,60
"Maxi Kleber","Back Strain",0,0,2,13,17,7657.45617969808,320.183333333334,0.513114316239317,957.18202246226,20,52,9,33,9,12,24,58,6,9,8,11,36,11,2,14,652,15,19,0,81,33,5,13,2,4,66,150,6,12.3,10.5,372,303,203,2,27,3,8,36,8,60
"Maxi Kleber","Low Back Contusion",1,109756.097560976,1,13,16,7657.45617969808,320.183333333334,0.513114316239317,957.18202246226,20,52,9,33,9,12,24,58,6,9,8,11,36,11,2,14,652,15,19,0,81,33,5,13,2,4,66,150,6,12.3,10.5,372,303,203,2,27,3,8,36,8,60
"Maxi Kleber","Right Foot Soreness",1,109756.097560976,3,21,25,13555.3567614737,532.983333333334,0.528753306878307,847.209797592103,48,98,22,61,11,14,47,129,6,20,13,17,54,21,2,21,1102,30,25,1,139,63,7,24,2,5,119,272,16,20.3,17.5,632,510,351,5,47,3,12,50,15,101
"Maxi Kleber","Right Hamstring Injury Recovery",4,439024.390243904,6,25,66,14358.7632802245,634.016666666667,0.528347222222222,844.633134130854,60,120,28,75,12,20,56,160,8,23,13,20,71,27,3,28,1312,38,28,1,166,68,7,29,3,5,151,337,18,24.1,20.8,792,646,441,7,62,3,14,56,21,123
"Maxi Kleber","Right Hamstring Tear",1,109756.097560976,5,22,62,14358.7632802245,564.35,0.534422348484849,844.633134130854,51,104,24,65,11,14,48,137,7,22,13,19,59,21,2,21,1166,30,26,1,145,63,7,25,2,5,129,292,17,21.5,18.5,672,544,368,5,50,3,14,53,18,107
"Maxi Kleber","Right Knee Sprain",35,3841463.41463416,4,22,27,14358.7632802245,564.35,0.534422348484849,844.633134130854,51,104,24,65,11,14,48,137,7,22,13,19,59,21,2,21,1166,30,26,1,145,63,7,25,2,5,129,292,17,21.5,18.5,672,544,368,5,50,3,14,53,18,107
"Meyers Leonard","Left Calf Soreness",9,78317.3414634146,0,6,70,3772.86281674519,50.75,0.176215277777778,754.572563349038,8,14,5,10,3,4,7,24,1,0,2,2,11,0,0,3,113,5,0,0,14,3,1,5,0,1,14,33,0,2,1.6,64,45,35,0,5,0,1,5,3,17
"Mikal Bridges","Right Knee Soreness",0,0,0,22,22,11033.9307380144,820.916666666667,0.777383207070707,919.494228167869,136,263,34,81,45,51,50,351,26,23,26,26,93,75,12,56,1703,7,51,0,72,46,0,9,9,11,134,294,120,33.6,29.4,1060,712,691,4,121,6,16,65,19,154
"Mike Conley","Left Leg Injury Management",1,287088.607594937,2,18,28,11547.5243687078,521.9,0.604050925925926,888.271105285218,64,159,35,90,28,36,37,191,20,5,27,7,35,140,5,43,1083,6,27,2,42,25,0,0,4,6,105,212,172,21.8,17.4,1286,1049,1072,13,253,13,0,19,7,70
"Mike Conley","Left Leg Popliteus Strain",9,2583797.46835443,0,17,18,11547.5243687078,497.366666666667,0.609517973856209,888.271105285218,58,148,32,83,26,34,35,174,20,5,25,7,34,134,5,40,1032,6,27,2,42,24,0,0,4,6,102,206,165,20.8,16.6,1223,1001,1016,13,236,13,0,18,7,67
"Mike Conley","Left Leg Popliteus strain",0,0,1,17,27,11547.5243687078,497.366666666667,0.609517973856209,888.271105285218,58,148,32,83,26,34,35,174,20,5,25,7,34,134,5,40,1032,6,27,2,42,24,0,0,4,6,102,206,165,20.8,16.6,1223,1001,1016,13,236,13,0,18,7,67
"Mike Muscala","Left Pinky Fracture",8,345679.012345679,0,14,17,6888.50568132374,179.3,0.266815476190476,626.227789211249,29,67,14,44,12,16,24,84,1,8,7,7,42,11,3,18,401,11,7,0,58,27,2,14,5,1,45,107,4,7.9,6.4,362,275,183,1,14,1,3,25,9,72
"Mike Muscala","Right Knee Injury Management",3,129629.62962963,1,46,57,23330.6532828754,698.083333333333,0.316160929951691,752.601718802433,104,234,65,165,32,41,76,305,12,20,16,24,125,40,8,43,1560,45,27,0,184,65,7,47,8,5,177,364,17,30.4,24.7,1332,1055,673,3,45,2,11,78,41,230
"Mike Muscala","Right Knee Tendinopathy",4,172839.50617284,2,47,61,23416.1233879809,709.566666666666,0.314524231678487,731.753855874402,105,236,66,167,32,41,78,308,12,21,16,24,126,40,8,43,1582,46,28,0,187,66,7,47,8,6,179,369,17,30.8,25.2,1345,1065,680,3,46,2,11,79,41,234
"Mitchell Robinson","Contused Right Knee",0,0,4,52,74,25351.26089214,1413.68333333333,0.566379540598291,724.321739775427,168,243,0,0,51,104,146,387,48,85,32,223,247,44,20,100,2827,135,92,0,339,112,72,95,18,11,277,609,2,52.9,47.2,1379,1079,526,2,50,1,178,430,100,373
"Mitchell Robinson","Right Knee sprained",0,0,2,8,16,3469.6038130822,174.166666666667,0.453559027777778,578.267302180366,23,33,0,0,6,14,29,52,3,18,5,28,23,8,2,19,372,18,12,0,58,19,7,11,1,0,26,69,0,6.8,6.1,168,121,74,0,7,0,22,53,11,47
"Mitchell Robinson","Right Thumb Surgery",14,2910199.46341463,3,38,46,14837.8655032548,1022.06666666667,0.560343567251462,593.51462013019,118,175,0,0,39,77,111,275,34,68,18,165,173,37,17,77,2048,100,73,0,243,82,53,79,11,9,188,433,0,38.6,34.1,984,741,377,0,41,1,133,324,73,274
"Mitchell Robinson","Sore Right Knee",6,1247228.34146341,1,8,9,3469.6038130822,174.166666666667,0.453559027777778,578.267302180366,23,33,0,0,6,14,29,52,3,18,5,28,23,8,2,19,372,18,12,0,58,19,7,11,1,0,26,69,0,6.8,6.1,168,121,74,0,7,0,22,53,11,47
"Mitchell Robinson","Sprained Right Knee",2,415742.780487804,0,8,8,3469.6038130822,174.166666666667,0.453559027777778,578.267302180366,23,33,0,0,6,14,29,52,3,18,5,28,23,8,2,19,372,18,12,0,58,19,7,11,1,0,26,69,0,6.8,6.1,168,121,74,0,7,0,22,53,11,47
"Mo Bamba","Back Pain",2,251219.512195122,1,19,24,8386.66459090335,355.283333333333,0.389565058479532,698.888715908613,57,119,20,56,22,31,42,156,5,15,17,22,64,22,7,24,729,48,9,0,61,61,6,15,4,1,89,192,8,13.5,11.5,589,436,371,0,39,1,15,57,24,106
"Mo Bamba","Back Spasms",4,502439.024390244,0,19,20,8386.66459090335,355.283333333333,0.389565058479532,698.888715908613,57,119,20,56,22,31,42,156,5,15,17,22,64,22,7,24,729,48,9,0,61,61,6,15,4,1,89,192,8,13.5,11.5,589,436,371,0,39,1,15,57,24,106
"Mo Bamba","Left Ankle Sprain",15,1884146.34146341,2,47,65,22271.2826461553,761.35,0.337477836879433,767.975263660527,116,238,48,123,41,62,103,321,13,42,30,56,165,46,13,49,1569,98,24,0,158,88,10,33,11,5,188,398,9,28.8,24.7,1205,899,673,2,66,1,36,141,54,281
"Monte Morris","Back Back tightness",1,111280.487804878,4,46,53,21725.4554782541,1302.46666666667,0.589885265700483,603.484874395949,184,386,63,158,50,63,65,481,34,8,45,18,134,248,14,60,2708,11,66,3,46,68,0,16,11,13,221,443,238,53.4,41.8,2777,2232,2361,28,435,28,6,38,11,213
"Monte Morris","Back Low Soreness",1,111280.487804878,6,51,59,27054.2246733885,1434.43333333333,0.585961328976035,676.355616834713,203,420,69,170,54,67,71,529,37,8,50,20,153,269,14,64,2977,12,71,4,50,75,0,19,11,14,241,489,265,58.7,46,3035,2440,2564,33,470,31,8,43,11,242
"Monte Morris","Back Tightness",0,0,5,46,54,21725.4554782541,1302.46666666667,0.589885265700483,603.484874395949,184,386,63,158,50,63,65,481,34,8,45,18,134,248,14,60,2708,11,66,3,46,68,0,16,11,13,221,443,238,53.4,41.8,2777,2232,2361,28,435,28,6,38,11,213
"Monte Morris","Left Groin Soreness",3,333841.463414634,1,23,26,7716.48901880093,642.466666666667,0.581944444444444,428.693834377829,85,190,28,76,18,24,33,216,16,5,22,9,72,119,7,26,1332,7,34,1,25,42,0,12,7,6,102,203,107,26,20.7,1361,1085,1138,13,220,14,3,22,5,114
"Monte Morris","Low Back Soreness",5,556402.43902439,7,51,60,27054.2246733885,1434.43333333333,0.585961328976035,676.355616834713,203,420,69,170,54,67,71,529,37,8,50,20,153,269,14,64,2977,12,71,4,50,75,0,19,11,14,241,489,265,58.7,46,3035,2440,2564,33,470,31,8,43,11,242
"Monte Morris","Right Ankle Soreness",8,890243.902439024,0,16,16,4236.61858992215,439.4,0.572135416666667,385.147144538377,54,128,16,49,15,21,20,139,12,4,13,7,55,80,5,23,908,6,22,1,17,34,0,9,6,4,67,140,72,17.5,14.3,919,730,766,11,146,6,3,17,2,79
"Monte Morris","Right Hamstring Right hamstring soreness",1,111280.487804878,3,41,47,19114.6032408537,1167.85,0.593419715447154,616.600104543667,164,346,55,139,42,53,59,425,30,8,37,16,122,223,13,53,2425,9,60,3,44,62,0,16,11,13,201,401,217,47.5,37.5,2492,2006,2110,27,402,27,6,35,10,198
"Monte Morris","Right Hamstring Soreness",1,111280.487804878,2,37,42,17520.0174813721,1054.56666666667,0.593787537537537,625.714910049004,144,309,46,123,38,49,52,372,27,7,36,14,109,197,10,50,2189,9,54,3,37,56,0,15,11,11,171,339,194,42.7,33.8,2246,1805,1896,24,364,23,6,29,7,180
"Moritz Wagner","Right Ankle Sprain",2,45822.4390243902,1,56,79,31455.0051132258,1088.56666666667,0.404972718253968,827.76329245331,195,385,49,158,152,180,133,591,37,12,65,68,187,82,31,148,2319,145,69,17,152,79,19,48,8,13,291,582,97,44.4,37.6,1958,1422,1224,7,124,3,41,168,39,318
"Moritz Wagner","Right Midfoot Strain",0,0,0,0,18,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moses Brown","Sore Left Foot",8,92849.6901408448,0,34,61,19504.2171452065,287.75,0.176317401960784,928.772245009832,61,96,0,0,33,72,38,155,3,14,14,57,82,4,11,51,614,37,12,0,106,19,15,10,2,1,80,184,2,11.8,10.1,396,255,129,0,3,0,42,110,32,129
"Myles Turner","Back Soreness",0,0,7,49,59,23223.0212837007,1453.08333333333,0.61780753968254,725.719415115647,306,568,77,199,171,219,162,860,30,114,78,77,312,65,20,205,3077,176,63,0,434,79,16,62,12,8,410,826,90,55.2,49.4,2140,1382,1471,7,105,3,51,194,113,573
"Myles Turner","Back Spasms",2,856012.195121952,4,35,42,14698.6906160764,1043.46666666667,0.621111111111111,734.934530803818,213,386,50,132,120,153,116,596,22,79,58,49,227,51,11,143,2218,121,47,0,301,48,10,48,9,7,288,574,57,40,35.5,1570,1054,1061,6,85,3,31,132,83,419
"Myles Turner","Left Ankle Injury Management",1,428006.097560976,1,2,6,1264.05006841564,56.65,0.590104166666666,632.025034207822,8,21,3,8,13,13,6,32,1,9,4,3,13,4,1,8,120,5,1,0,16,4,0,0,1,0,14,26,3,2.3,1.9,96,64,71,1,8,1,1,6,7,15
"Myles Turner","Left Ankle Soreness",5,2140030.48780488,10,62,76,28416.8181769524,1825.23333333333,0.613317652329749,676.590908975057,402,733,93,249,216,276,215,1113,36,140,103,88,378,89,31,254,3849,216,80,0,560,107,19,75,17,9,527,1060,116,69.4,62.2,2638,1667,1852,8,135,3,59,238,135,703
"Myles Turner","Left Ankle Sprain",4,1712024.3902439,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myles Turner","Left Ankle and Lower Back Soreness",1,428006.097560976,9,62,75,28416.8181769524,1825.23333333333,0.613317652329749,676.590908975057,402,733,93,249,216,276,215,1113,36,140,103,88,378,89,31,254,3849,216,80,0,560,107,19,75,17,9,527,1060,116,69.4,62.2,2638,1667,1852,8,135,3,59,238,135,703
"Myles Turner","Lower Back Soreness",1,428006.097560976,6,49,58,23223.0212837007,1453.08333333333,0.61780753968254,725.719415115647,306,568,77,199,171,219,162,860,30,114,78,77,312,65,20,205,3077,176,63,0,434,79,16,62,12,8,410,826,90,55.2,49.4,2140,1382,1471,7,105,3,51,194,113,573
"Myles Turner","Right Ankle Sprain",0,0,5,41,50,19087.0368666799,1224.25,0.62207825203252,734.116802564611,256,469,64,162,136,177,129,712,25,97,67,63,263,57,15,167,2599,140,54,0,356,65,13,53,10,7,332,683,68,46.6,41.8,1816,1196,1241,7,97,3,40,165,96,490
"Myles Turner","Right Hamstring Soreness",1,428006.097560976,3,19,25,9047.57949055967,552.566666666667,0.605884502923977,822.507226414515,119,215,32,77,69,85,62,339,10,47,35,28,125,27,8,78,1199,64,17,0,159,31,6,27,5,5,170,315,31,21.6,18.6,923,632,605,4,52,1,19,81,49,213
"Myles Turner","Sore Left Ankle",1,428006.097560976,11,62,78,28416.8181769524,1825.23333333333,0.613317652329749,676.590908975057,402,733,93,249,216,276,215,1113,36,140,103,88,378,89,31,254,3849,216,80,0,560,107,19,75,17,9,527,1060,116,69.4,62.2,2638,1667,1852,8,135,3,59,238,135,703
"Myles Turner","Sore Lower Back",3,1284018.29268293,8,57,67,26475.7555064149,1689.03333333333,0.617336744639376,715.560959632834,371,679,90,234,194,248,196,1026,36,137,95,82,351,76,28,236,3563,198,77,0,520,97,18,63,15,9,483,978,103,64.3,57.5,2448,1549,1710,8,124,3,56,222,126,651
"Myles Turner","Sore Right Hamstring",1,428006.097560976,2,18,23,7467.16186297357,519.033333333334,0.600733024691358,746.716186297357,111,204,28,71,66,81,60,316,10,43,33,27,119,27,8,73,1125,58,16,0,149,30,4,23,4,5,163,294,29,20.3,17.5,868,592,570,4,51,1,18,76,45,198
"Naji Marshall","Right Great Toe Soreness",3,65217.8414634147,0,43,45,20064.4730271126,1080.05,0.52328003875969,716.588322396878,156,358,48,144,91,114,64,451,34,10,55,32,129,106,26,83,2296,6,67,1,82,71,2,21,7,9,185,382,229,42.3,37.8,1776,1285,1199,12,165,8,13,85,25,209
"Nassir Little","Concussion Protocol",1,51500.5925925926,3,49,71,30416.3141713877,856.333333333333,0.364087301587302,950.509817855867,112,246,52,134,27,39,58,303,17,18,29,23,105,47,15,33,1770,7,26,1,93,73,2,18,6,10,166,334,113,34.9,29.6,1027,709,631,6,79,4,10,72,18,202
